name,typ,node,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn
GLENDALE_NG,ngcc,bus_30369,613.5,24.4372766817,184.05,3,1840.5,42945.0,613.5,4,4
COCHISE_NG,ngcc,bus_30369,660.7,23.33872330638,198.21,3,1982.1000000000001,46249.0,660.7,4,4
CHANDLER_NG,ngcc,bus_30369,1438.1,18.887126424536667,431.43,3,4314.299999999999,100667.0,1438.1,4,4
ARLINGTON_NG,ngcc,bus_30369,3236.5,15.021759696026665,970.95,3,9709.5,226555.0,3236.5,4,4
GOLDENVALLEY_NG,ngcc,bus_30369,121.0,21.55977113864,36.3,3,363.0,8470.0,121.0,4,4
BUCKEYE_NG,ngcc,bus_30369,652.2,0.0,195.66,3,1956.6000000000001,45654.0,652.2,4,4
TUCSON_NG,ngcc,bus_30369,954.3,20.858755885562,286.29,3,2862.8999999999996,66801.0,954.3,4,4
GLOBE_NG,ngcc,bus_30369,1678.0,0.0,503.4,3,5034.0,117460.0,1678.0,4,4
SAINTJOHNS_C,coal,bus_30369,821.8,16.8353878803,246.54,4,2465.3999999999996,57526.0,271.194,12,12
CASAGRANDE_NG,ngcc,bus_30369,646.1,16.385701312896,193.83,3,1938.3000000000002,45227.0,646.1,4,4
LAKEHAVASUCITY_NG,ngcc,bus_30369,655.0,16.3895653002,196.5,3,1965.0,45850.0,655.0,4,4
TEMPE_NG,ngcc,bus_30369,573.7,14.672397883446,172.11,3,1721.1000000000001,40159.0,573.7,4,4
TONOPAH_NG,ngcc,bus_30369,1325.1,0.0,397.53,3,3975.2999999999997,92757.0,1325.1,4,4
GILBERT_NG,ngcc,bus_30369,1326.0,12.773929814081999,397.8,3,3978.0,92820.0,1326.0,4,4
MOHAVEVALLEY_NG,ngcc,bus_30369,708.0,16.048453802685998,212.4,3,2124.0,49560.0,708.0,4,4
SPRINGERVILLE_C,coal,bus_30369,2179.2,14.0472473105,653.7599999999999,4,6537.599999999999,152544.0,719.136,12,12
ORACLE_NG,ngcc,bus_30369,3.1,37.2395,0.93,3,9.3,217.0,3.1,4,4
NOGALES_NG,ngcc,bus_30369,108.0,23.97863084566,32.4,3,324.0,7560.0,108.0,4,4
REDLANDS_NG,ngcc,bus_30369,3.5,17.523943784693,1.05,3,10.5,245.0,3.5,4,4
TRONA_C,coal,bus_30369,62.5,7.31111886215,18.75,4,187.5,4375.0,20.625,12,12
BIGBEARCITY_NG,ngcc,bus_30369,8.4,41.30607247082,2.52,3,25.200000000000003,588.0,8.4,4,4
VICTORVILLE_NG,ngcc,bus_30369,852.0,15.83297892878,255.6,3,2556.0,59640.0,852.0,4,4
SUNCITY_NG,ngcc,bus_30369,819.0,15.676511307717998,245.7,3,2457.0,57330.0,819.0,4,4
RIVERSIDE_NG,ngcc,bus_30369,236.0,25.52594039972,70.8,3,708.0,16520.0,236.0,4,4
BORON_NG,ngcc,bus_30369,220.8,1.904520281158,66.24,3,662.4000000000001,15456.0,220.8,4,4
HINKLEY_NG,ngcc,bus_30369,184.0,3.3731769628239996,55.2,3,552.0,12880.0,184.0,4,4
DESERTHOTSPRINGS_NG,ngcc,bus_30369,800.0,20.636805801101996,240.0,3,2400.0,56000.0,800.0,4,4
TRONA_NG,ngcc,bus_30369,20.0,0.0,6.0,3,60.0,1400.0,20.0,4,4
COLSTRIP_C,coal,bus_30369,2363.4,14.5496466943,709.02,4,7090.200000000001,165438.0,779.922,12,12
HARDIN_C,coal,bus_30369,115.7,21.167146566499998,34.71,4,347.1,8099.0,38.181000000000004,12,12
FARMINGTON_NG,ngcc,bus_30369,67.0,16.567820733083998,20.1,3,201.0,4690.0,67.0,4,4
PREWITT_C,coal,bus_30369,257.0,13.907838983800001,77.1,4,771.0,17990.0,84.81,12,12
FRUITLAND_C,coal,bus_30369,2269.6,13.841941411899999,680.88,4,6808.799999999999,158872.0,748.968,12,12
WATERFLOW_NG,ngcc,bus_30369,292.6,0.0,87.78,3,877.8000000000001,20482.0,292.6,4,4
WATERFLOW_C,coal,bus_30369,1848.0,15.947884246400001,554.4,4,5544.0,129360.0,609.84,12,12
BELEN_NG,ngcc,bus_30369,656.1,24.456467234559998,196.83,3,1968.3000000000002,45927.0,656.1,4,4
LASVEGAS_NG,ngcc,bus_30369,3475.9,15.486670740863,1042.7699999999998,3,10427.7,243313.0,3475.9,4,4
NORTHLASVEGAS_NG,ngcc,bus_30369,358.9,18.894488044985998,107.67,3,1076.6999999999998,25123.0,358.9,4,4
MOAPA_NG,ngcc,bus_30369,1210.0,0.0,363.0,3,3630.0,84700.0,1210.0,4,4
JEAN_NG,ngcc,bus_30369,688.4,16.006806834775997,206.52,3,2065.2,48188.0,688.4,4,4
VERNAL_C,coal,bus_30369,609.5,14.125464174800001,182.85,4,1828.5,42665.0,201.13500000000002,12,12
PROVO_NG,ngcc,bus_30369,28.5,9.359233674626001,8.549999999999999,3,85.5,1995.0,28.5,4,4
LOGAN_NG,ngcc,bus_30369,5.0,30.40456682756,1.5,3,15.0,350.0,5.0,4,4
MONA_NG,ngcc,bus_30369,649.0,15.506223971835999,194.7,3,1947.0,45430.0,649.0,4,4
WESTJORDAN_NG,ngcc,bus_30369,9.8,27.71342658254,2.94,3,29.400000000000002,686.0,9.8,4,4
SALTLAKECITY_NG,ngcc,bus_30369,788.9,23.4647841787364,236.67,3,2366.7,55223.0,788.9,4,4
CASTLEDALE_C,coal,bus_30369,1577.2,13.7316172729,473.16,4,4731.6,110404.0,520.476,12,12
HUNTINGTON_C,coal,bus_30369,1037.3,13.962763864700001,311.19,4,3111.8999999999996,72611.0,342.309,12,12
DELTA_C,coal,bus_30369,2480.0,12.521946503590001,744.0,4,7440.0,173600.0,818.4000000000001,12,12
BOUNTIFUL_NG,ngcc,bus_30369,3.0,0.0,0.8999999999999999,3,9.0,210.0,3.0,4,4
OREM_NG,ngcc,bus_30369,1385.0,15.833449229047998,415.5,3,4155.0,96950.0,1385.0,4,4
SAINTGEORGE_NG,ngcc,bus_30369,86.0,17.112366565016,25.8,3,258.0,6020.0,86.0,4,4
PAYSON_NG,ngcc,bus_30369,149.7,59.274700063099,44.91,3,449.09999999999997,10479.0,149.7,4,4
SANDY_NG,ngcc,bus_30369,1.8,15.016561245052,0.54,3,5.4,126.0,1.8,4,4
SUNNYSIDE_C,coal,bus_30369,58.1,15.9521372793,17.43,4,174.3,4067.0,19.173000000000002,12,12
MAPLETON_NG,ngcc,bus_30369,31.0,25.231645002239997,9.3,3,93.0,2170.0,31.0,4,4
RIVERTON_NG,ngcc,bus_30369,5.9,12.920703921961998,1.77,3,17.700000000000003,413.0,5.9,4,4
LANDER_NG,ngcc,bus_30369,8.0,21.928405116979995,2.4,3,24.0,560.0,8.0,4,4
GREENRIVER_C,coal,bus_30369,71.0,7.291928550320001,21.3,4,213.0,4970.0,23.43,12,12
POINTOFROCKS_C,coal,bus_30369,2441.9,14.0461410024,732.57,4,7325.700000000001,170933.0,805.8270000000001,12,12
KEMMERER_C,coal,bus_30369,832.0,14.9599913694,249.6,4,2496.0,58240.0,274.56,12,12
YUMA_NG,ngcc,bus_40004,487.6,18.968136179290997,146.28,3,1462.8000000000002,34132.0,487.6,4,4
BLYTHE_NG,ngcc,bus_40004,591.0,16.201539200183998,177.29999999999998,3,1773.0,41370.0,591.0,4,4
GILABEND_NG,ngcc,bus_40884,3376.0,13.029628516061331,1012.8,3,10128.0,236320.0,3376.0,4,4
LASVEGAS_NG_2,ngcc,bus_30220,326.9,17.580183501748,98.07,3,980.6999999999999,22883.0,326.9,4,4
BOULDERCITY_NG,ngcc,bus_30220,611.7,8.327647315896,183.51,3,1835.1000000000001,42819.0,611.7,4,4
HENDERSON_NG,ngcc,bus_30220,127.2,13.619084074452,38.16,3,381.6,8904.0,127.2,4,4
CARSON_NG,ngcc,bus_25598,555.0,13.533356908652998,166.5,3,1665.0,38850.0,555.0,4,4
LOSANGELES_NG,ngcc,bus_25598,132.8,16.429493462728,39.84,3,398.40000000000003,9296.0,132.8,4,4
VENICE_NG,ngcc,bus_25598,3.5,15.345878477857,1.05,3,10.5,245.0,3.5,4,4
SANPEDRO_NG,ngcc,bus_25598,1.1,18.022517654233997,0.33,3,3.3000000000000003,77.0,1.1,4,4
TORRANCE_NG,ngcc,bus_25598,1.6,14.441876044444,0.48,3,4.800000000000001,112.0,1.6,4,4
LONGBEACH_NG,ngcc,bus_25598,31.0,0.0,9.3,3,93.0,2170.0,31.0,4,4
HUNTINGTONPARK_NG,ngcc,bus_25598,6.7,0.0,2.01,3,20.1,469.0,6.7,4,4
MONTEREYPARK_NG,ngcc,bus_25598,1.0,13.663120272035998,0.3,3,3.0,70.0,1.0,4,4
SOUTHGATE_NG,ngcc,bus_25598,1.0,18.273178543504,0.3,3,3.0,70.0,1.0,4,4
SANARDO_NG,ngcc,bus_25867,83.30000000000001,8.513578977616666,24.99,3,249.90000000000003,5831.000000000001,83.30000000000001,4,4
BAKERSFIELD_NG,ngcc,bus_25867,876.6999999999999,18.186803859959777,263.01,3,2630.1,61368.99999999999,876.6999999999999,4,4
MCKITTRICK_NG,ngcc,bus_25867,1302.6,13.263933985383249,390.78,3,3907.7999999999997,91182.0,1302.6,4,4
FIREBAUGH_NG,ngcc,bus_25867,110.4,17.593991209713998,33.12,3,331.20000000000005,7728.0,110.4,4,4
YUBACITY_NG,ngcc,bus_25867,636.0,15.586381355695998,190.8,3,1908.0,44520.0,636.0,4,4
CHOWCHILLA_NG,ngcc,bus_25867,49.6,21.7713965455,14.88,3,148.8,3472.0,49.6,4,4
COALINGA_NG,ngcc,bus_25867,20.4,5.414175212307,6.119999999999999,3,61.199999999999996,1428.0,20.4,4,4
HURON_NG,ngcc,bus_25867,45.2,5.622563488037999,13.56,3,135.60000000000002,3164.0,45.2,4,4
DELANO_NG,ngcc,bus_25867,48.5,23.91232175138,14.55,3,145.5,3395.0,48.5,4,4
FELLOWS_NG,ngcc,bus_25867,983.7,10.656082418333,295.11,3,2951.1000000000004,68859.0,983.7,4,4
COYOTE_NG,ngcc,bus_25867,1.0,13.419333454589998,0.3,3,3.0,70.0,1.0,4,4
SHAFTER_NG,ngcc,bus_25867,7.1,15.969055852866,2.13,3,21.299999999999997,497.0,7.1,4,4
HANFORD_NG,ngcc,bus_25867,92.2,25.704683223179998,27.66,3,276.6,6454.0,92.2,4,4
SANJOAQUIN_NG,ngcc,bus_25867,619.8,14.682281318777331,185.94,3,1859.3999999999999,43386.0,619.8,4,4
LEMOORE_NG,ngcc,bus_25867,98.0,23.64480373632,29.4,3,294.0,6860.0,98.0,4,4
KINGCITY_NG,ngcc,bus_25867,133.2,2.1681938874499997,39.96,3,399.59999999999997,9324.0,133.2,4,4
SELMA_NG,ngcc,bus_25867,36.2,20.60002713939,10.86,3,108.60000000000001,2534.0,36.2,4,4
FRESNO_NG,ngcc,bus_25867,121.0,22.4652829813,36.3,3,363.0,8470.0,121.0,4,4
MOSSLANDING_NG,ngcc,bus_25867,3102.0,15.15318983614,930.6,3,9306.0,217140.0,3102.0,4,4
LEBEC_NG,ngcc,bus_25867,779.0,15.392937865118,233.7,3,2337.0,54530.0,779.0,4,4
EARLIMART_NG,ngcc,bus_25867,1.0,18.689444590724,0.3,3,3.0,70.0,1.0,4,4
SANTAMARGARITA_NG,ngcc,bus_25867,1.1,19.254150776015997,0.33,3,3.3000000000000003,77.0,1.1,4,4
SACRAMENTO_NG,ngcc,bus_25867,193.4,14.155302012872,58.02,3,580.2,13538.0,193.4,4,4
TEHACHAPI_NG,ngcc,bus_25867,6.6,23.487666704299997,1.98,3,19.799999999999997,462.0,6.6,4,4
TAFT_NG,ngcc,bus_25867,12.4,10.925681942064,3.72,3,37.2,868.0,12.4,4,4
SALINAS_NG,ngcc,bus_25867,4.1,14.475792436226,1.2299999999999998,3,12.299999999999999,287.0,4.1,4,4
GROVERBEACH_NG,ngcc,bus_25867,1.4,0.0,0.42,3,4.199999999999999,98.0,1.4,4,4
VALMY_C,coal,bus_25867,567.0,13.676818951100001,170.1,4,1701.0,39690.0,187.11,12,12
SANJOSE_NG,ngcc,bus_23060,50.9,16.803438225056855,15.27,3,152.7,3563.0,50.9,4,4
MODESTO_NG,ngcc,bus_23060,422.5,18.57235728145,126.75,3,1267.5,29575.0,422.5,4,4
RIPON_NG,ngcc,bus_23060,170.5,23.65012167329,51.15,3,511.5,11935.0,170.5,4,4
FREMONT_NG,ngcc,bus_23060,1.3,17.295225551183997,0.39,3,3.9000000000000004,91.0,1.3,4,4
GILROY_NG,ngcc,bus_23060,130.0,15.562287816697998,39.0,3,390.0,9100.0,130.0,4,4
KINGCITY_NG_3,ngcc,bus_23060,47.3,23.516238107499998,14.19,3,141.89999999999998,3311.0,47.3,4,4
SUNNYVALE_NG,ngcc,bus_23060,1.1,18.006760736428,0.33,3,3.3000000000000003,77.0,1.1,4,4
STOCKTON_NG,ngcc,bus_23060,4.8,48.379253726019996,1.44,3,14.399999999999999,336.0,4.8,4,4
TURLOCK_NG,ngcc,bus_23060,350.40000000000003,8.740319834236999,105.12,3,1051.2,24528.000000000004,350.40000000000003,4,4
SHINGLESPRINGS_NG,ngcc,bus_20136,5.0,21.189058105239997,1.5,3,15.0,350.0,5.0,4,4
VACAVILLE_NG,ngcc,bus_20136,60.5,23.01957422464,18.15,3,181.5,4235.0,60.5,4,4
ELKGROVE_NG,ngcc,bus_20136,125.5,15.05061564747,37.65,3,376.5,8785.0,125.5,4,4
YUBACITY_NG_4,ngcc,bus_20136,192.8,16.0025158640855,57.84,3,578.4000000000001,13496.0,192.8,4,4
MCCLELLAN_NG,ngcc,bus_20136,77.0,26.620226883619996,23.1,3,231.0,5390.0,77.0,4,4
OROVILLE_NG,ngcc,bus_20136,7.7,11.505188262752,2.31,3,23.1,539.0,7.7,4,4
ROSEVILLE_NG,ngcc,bus_20136,165.0,17.170365754036002,49.5,3,495.0,11550.0,165.0,4,4
ROCKLIN_NG,ngcc,bus_20136,66.0,40.84185967569999,19.8,3,198.0,4620.0,66.0,4,4
SACRAMENTO_NG_5,ngcc,bus_20136,173.9,16.860246460099997,52.17,3,521.7,12173.0,173.9,4,4
VANNUYS_NG,ngcc,bus_25289,1.0,17.786038531644,0.3,3,3.0,70.0,1.0,4,4
BAKERSFIELD_NG_6,ngcc,bus_25289,99.8,12.317247607435998,29.94,3,299.4,6986.0,99.8,4,4
TAFT_NG_7,ngcc,bus_25289,102.3,13.478080352627332,30.69,3,306.9,7161.0,102.3,4,4
NEWHALL_NG,ngcc,bus_25289,42.8,11.884665537998,12.839999999999998,3,128.39999999999998,2996.0,42.8,4,4
ARTESIA_NG,ngcc,bus_25289,5.5,10.895853570418,1.65,3,16.5,385.0,5.5,4,4
RIALTO_NG,ngcc,bus_25289,1.4,11.718326612939999,0.42,3,4.199999999999999,98.0,1.4,4,4
BURBANK_NG,ngcc,bus_25289,450.5,18.849743241607996,135.15,3,1351.5,31535.0,450.5,4,4
NORWALK_NG,ngcc,bus_25289,59.8,25.789280772279998,17.939999999999998,3,179.39999999999998,4186.0,59.8,4,4
SANTAMONICA_NG,ngcc,bus_25289,9.2,10.740286971122,2.76,3,27.599999999999998,644.0,9.2,4,4
LOSANGELES_NG_8,ngcc,bus_25289,46.3,19.790878382625,13.89,3,138.89999999999998,3241.0,46.3,4,4
OXNARD_NG,ngcc,bus_25289,1821.2,17.384370483813996,546.36,3,5463.6,127484.0,1821.2,4,4
TUPMAN_NG,ngcc,bus_25289,669.6,6.076814298356999,200.88,3,2008.8000000000002,46872.0,669.6,4,4
GOLETA_NG,ngcc,bus_25289,121.3,10.451994904833333,36.39,3,363.9,8491.0,121.3,4,4
PASADENA_NG,ngcc,bus_25289,265.6,20.670712707826,79.68,3,796.8000000000001,18592.0,265.6,4,4
RANCHOCUCAMONGA_NG,ngcc,bus_25289,59.8,28.45654145542,17.939999999999998,3,179.39999999999998,4186.0,59.8,4,4
ONTARIO_NG,ngcc,bus_25289,49.8,21.467436732,14.939999999999998,3,149.39999999999998,3486.0,49.8,4,4
PLAYADELREY_NG,ngcc,bus_25289,1718.8,16.843866511821997,515.64,3,5156.4,120316.0,1718.8,4,4
FONTANA_NG,ngcc,bus_25289,1.1,18.284196385618,0.33,3,3.3000000000000003,77.0,1.1,4,4
LAPUENTE_NG,ngcc,bus_25289,500.0,19.822653319582,150.0,3,1500.0,35000.0,500.0,4,4
SANJOSE_NG_9,ngcc,bus_21121,309.5,16.82532341295133,92.85,3,928.5,21665.0,309.5,4,4
ALAMEDA_NG,ngcc,bus_21121,54.8,35.40316786794,16.439999999999998,3,164.39999999999998,3836.0,54.8,4,4
SUNNYVALE_NG_10,ngcc,bus_21121,4.0,26.670411484199995,1.2,3,12.0,280.0,4.0,4,4
VACAVILLE_NG_11,ngcc,bus_21121,2.0,16.017565735436,0.6,3,6.0,140.0,2.0,4,4
CONCORD_NG,ngcc,bus_21121,3.5,12.44107231852,1.05,3,10.5,245.0,3.5,4,4
MOUNTAINVIEW_NG,ngcc,bus_21121,5.5,21.402894168406,1.65,3,16.5,385.0,5.5,4,4
NAPA_NG,ngcc,bus_21121,1.1,24.076795971939998,0.33,3,3.3000000000000003,77.0,1.1,4,4
SUISUNCITY_NG,ngcc,bus_21121,141.0,24.904869389786665,42.3,3,423.0,9870.0,141.0,4,4
CROCKETT_NG,ngcc,bus_21121,247.4,12.662816329027999,74.22,3,742.2,17318.0,247.4,4,4
SANLORENZO_NG,ngcc,bus_21121,1.4,12.83081367693,0.42,3,4.199999999999999,98.0,1.4,4,4
PITTSBURG_NG,ngcc,bus_21121,1621.8,14.464513056382998,486.54,3,4865.4,113526.0,1621.8,4,4
SANTACLARA_NG,ngcc,bus_21121,232.1,14.812942289031714,69.62999999999998,3,696.3,16247.0,232.1,4,4
CUPERTINO_NG,ngcc,bus_21121,5.9,15.998969227079998,1.77,3,17.700000000000003,413.0,5.9,4,4
MARTINEZ_NG,ngcc,bus_21121,213.5,12.689058900826998,64.05,3,640.5,14945.0,213.5,4,4
BELMONT_NG,ngcc,bus_21121,1.1,179.79034015302,0.33,3,3.3000000000000003,77.0,1.1,4,4
ANTIOCH_NG,ngcc,bus_21121,1496.1,20.2790591813395,448.83,3,4488.299999999999,104727.0,1496.1,4,4
AMERICANCANYON_NG,ngcc,bus_21121,4.8,15.614794338915999,1.44,3,14.399999999999999,336.0,4.8,4,4
PLEASANTON_NG,ngcc,bus_21121,1.0,15.372361828723998,0.3,3,3.0,70.0,1.0,4,4
SANLEANDRO_NG,ngcc,bus_21121,2.0,14.14372911129,0.6,3,6.0,140.0,2.0,4,4
UNIONCITY_NG,ngcc,bus_21121,1.1,18.23494241378,0.33,3,3.3000000000000003,77.0,1.1,4,4
LODI_NG,ngcc,bus_21121,288.9,14.915763202201997,86.66999999999999,3,866.6999999999999,20223.0,288.9,4,4
BYRON_NG,ngcc,bus_21121,1521.6,11.331203055009999,456.48,3,4564.799999999999,106512.0,1521.6,4,4
DALYCITY_NG,ngcc,bus_21121,1.5,11.719343117018,0.4499999999999999,3,4.5,105.0,1.5,4,4
SANFRANCISCO_NG,ngcc,bus_21121,169.0,10.2304264517484,50.7,3,507.0,11830.0,169.0,4,4
RICHMOND_NG,ngcc,bus_21121,28.5,11.887243199542,8.549999999999999,3,85.5,1995.0,28.5,4,4
OAKLAND_NG,ngcc,bus_21121,1.1,17.650395761384,0.33,3,3.3000000000000003,77.0,1.1,4,4
ELSOBRANTE_NG,ngcc,bus_21121,198.6,10.784024797439999,59.58,3,595.8,13902.0,198.6,4,4
HAYWARD_NG,ngcc,bus_21121,655.0,15.589396433455999,196.5,3,1965.0,45850.0,655.0,4,4
MILLBRAE_NG,ngcc,bus_21121,48.0,0.0,14.4,3,144.0,3360.0,48.0,4,4
FAIRFIELD_NG,ngcc,bus_21121,49.8,19.566822119112,14.939999999999998,3,149.39999999999998,3486.0,49.8,4,4
SANTAROSA_NG,ngcc,bus_21121,1.4,12.967760897572,0.42,3,4.199999999999999,98.0,1.4,4,4
STANFORD_NG,ngcc,bus_21121,6.0,12.48843884354,1.7999999999999998,3,18.0,420.0,6.0,4,4
BENICIA_NG,ngcc,bus_21121,51.0,10.796709320125998,15.3,3,153.0,3570.0,51.0,4,4
LONGBEACH_NG_12,ngcc,bus_28078,689.0,0.0,206.7,3,2067.0,48230.0,689.0,4,4
HUNTINGTONBEACH_NG,ngcc,bus_28078,699.2,0.0,209.76,3,2097.6000000000004,48944.0,699.2,4,4
FULLERTON_NG,ngcc,bus_28078,1.3,17.278223260578,0.39,3,3.9000000000000004,91.0,1.3,4,4
IRVINE_NG,ngcc,bus_28078,1.0,17.736499147886,0.3,3,3.0,70.0,1.0,4,4
GARDENGROVE_NG,ngcc,bus_28078,6.1,11.453071280389999,1.83,3,18.299999999999997,427.0,6.1,4,4
ANAHEIM_NG,ngcc,bus_28078,203.6,17.152911345828667,61.08,3,610.8,14252.0,203.6,4,4
SANTAANA_NG,ngcc,bus_28078,4.5,16.690922347487998,1.35,3,13.5,315.0,4.5,4,4
LAGUNAHILLS_NG,ngcc,bus_28078,48.2,0.0,14.46,3,144.60000000000002,3374.0,48.2,4,4
TUSTIN_NG,ngcc,bus_28078,19.0,11.594728597049999,5.7,3,57.0,1330.0,19.0,4,4
REDONDOBEACH_NG,ngcc,bus_25439,1316.4,34.02774556568,394.92,3,3949.2000000000003,92148.0,1316.4,4,4
STANTON_NG,ngcc,bus_25439,49.8,23.852400647499998,14.939999999999998,3,149.39999999999998,3486.0,49.8,4,4
WILMINGTON_NG,ngcc,bus_25439,140.9,24.235992288517,42.27,3,422.70000000000005,9863.0,140.9,4,4
LONGBEACH_NG_13,ngcc,bus_25439,57.4,21.89116288958,17.22,3,172.2,4018.0,57.4,4,4
COLTON_NG,ngcc,bus_25714,150.1,29.04798094974667,45.03,3,450.29999999999995,10507.0,150.1,4,4
LAPUENTE_NG_14,ngcc,bus_25714,13.9,23.290439871439997,4.17,3,41.7,973.0,13.9,4,4
ONTARIO_NG_15,ngcc,bus_25714,100.5,18.680016261944665,30.15,3,301.5,7035.0,100.5,4,4
COACHELLA_NG,ngcc,bus_28667,92.4,34.0429006575,27.72,3,277.20000000000005,6468.0,92.4,4,4
NORTHPALMSPRINGS_NG,ngcc,bus_28667,149.7,22.72558689748,44.91,3,449.09999999999997,10479.0,149.7,4,4
TWENTYNINEPALMS_NG,ngcc,bus_28667,16.4,10.571255873581999,4.919999999999999,3,49.199999999999996,1148.0,16.4,4,4
CALIPATRIA_NG,ngcc,bus_28667,121.0,19.743044589996,36.3,3,363.0,8470.0,121.0,4,4
IMPERIAL_NG,ngcc,bus_28667,58.7,21.912697074182,17.61,3,176.10000000000002,4109.0,58.7,4,4
JANESVILLE_NG,ngcc,bus_30001,6.0,13.161185529227998,1.7999999999999998,3,18.0,420.0,6.0,4,4
